Sensor_ID,Timestamp,Raw_Value,Auth_Signature
SENSOR_009,32,29.358,534bbd5060c38ace7bde19c31a2d559072849b4219b013760370b756d4678fcd
SENSOR_001,33,33.5583,984489677cb8dbd73fca9c36e28810516b597c0e4c956e7a852425ad320852a2
SENSOR_005,34,19.3162,ec315251b889888d3f4e741db7b5efe3eba5ffbcfc6dc7f7bd5b90d39e3e6376
SENSOR_010,35,37.3511,c5aa1c153fdf131e3681719c9c5b95b674e788b4fb661b9cc3a794ff34e4aa44
SENSOR_005,36,30.2099,8837e31f262906a1946b48b294b736687e85b381cf7344a57ed8de9c78d3bec8
SENSOR_002,37,30.9304,57984520ddaeb9448613852648755159330d32d24dc269cdba82741cd44b6d03
SENSOR_009,38,17.8219,05e78faf8b418ae47914deb2b1c19a8c769b37d9580e87b3c2a572820fe596cb
SENSOR_010,39,25.8631,cf4ac22fa5dc56b7b8a2b5644975c4de1e918a72403c985f2055e01734b5373c
SENSOR_006,40,38.864,df64056a50ddd4fc3b755a211da857b5d6643a448fe6df2a8994d5639dc3d214
SENSOR_006,41,20.0524,bcd5313e0235df50e39e2943e9798acef61a9e5ab6cb8f019599f08b2b668fe3
SENSOR_008,42,26.302,a561d3f986efcad83a675385970b221b225828f5bca3d6327c621ce6c5bf0357
SENSOR_003,43,37.9668,1012eb6daad95eb5522000017454b308c0a649d71206e3c1ad7471db81dbc6e1
SENSOR_008,44,25.7428,2eb1f349562a3f8201fb75d72bdc1b5b2db57adc47df52642b11469192d0ad7f
SENSOR_002,45,25.3255,INVALID_SIGNATURE_45
SENSOR_010,46,29.0492,d256637357513ac2760dd0141c43611a04db509808f039e988d88f353a383fa4
SENSOR_002,47,29.9474,6585699ebedd58ec7c1c01140816ba06cd8c211775fa89e7f3251db136ab97a6
SENSOR_002,48,30.0967,11ed0b5b839a5f75a3bfde11b769d2b5c2d83b35068e1521a2cc7c270cede144
SENSOR_003,49,28.0388,07c36f2438f30db789eee9bab0a2dd311f1ea1cebe73288bc4bf4e4680d6687e
SENSOR_003,50,25.814,INVALID_SIGNATURE_50
SENSOR_002,51,33.2304,6b6461d118d9931df57be27bc2602b12ef5efdc2331e79193042a7da0a3c3d56
SENSOR_004,52,29.2786,3b20eadd46543c9312ee0ccdd4f71979f0a83c93fb0c7beb7882a7b941bf0707
SENSOR_007,53,16.948,5c9480f3636268befb52470a943f9d57adb3be524d94a5a36030b9c677da0ec2
SENSOR_008,54,21.2083,2f3f7293010dfecf9647e8a651bc86f0967b63a65d7c89697f5dbca9bb86ce18
SENSOR_010,55,24.0479,a3fdce35655a08991dffa087fdcbf16809d634ef62fe3cb78551315af957d44a
SENSOR_009,56,32.6185,94299b922247b3acdf0533cb86f003d9578dd7b108595a429de3ba68775ea793
SENSOR_004,57,32.9464,ba2c3c0a2068aff13cf8fd331584c987943973a30c54095790dbd8203a63b7b1
SENSOR_004,58,25.2163,64732ea1054692b2f5d4c91e6aca056c3f5a45c8705ed39f9a9346232479a76d
SENSOR_009,59,32.9457,INVALID_SIGNATURE_59
SENSOR_001,60,28.8608,02d9354c432842f79d0afc9284b1da7df7086c314698b6b10d33ddde7509dcdd
SENSOR_002,61,38.6914,INVALID_SIGNATURE_61
SENSOR_006,62,28.3701,cda373d1eb5f6a30207e0bb16229a274cd2f371afd19387b3cd19ffee3d84e18
SENSOR_008,63,15.6018,ec6a4b3db7b335fdbeca61079aac8053e4a40e7a8d8be07a4d6f3cea8bd894f7
SENSOR_005,64,18.7609,45426f36b33a3f1cf99fc5deba3cf0ba5e606773bf1eb0c56d81d460fed3cf77
SENSOR_003,65,25.2087,c4e3aa92ebfd890a2d197d2cd8ae1c5fc410127c3572a2999e356bfc4eab3124
SENSOR_004,66,26.441,cf5a9f572b34b6d51449bb4dd5d04689bfda8e921effb2ecd7f9290a4bfa41b9
SENSOR_005,67,20.1583,7865e757d729a10e4b90d2754878daf6fa797435f44fa5151434ac459fcb671c
SENSOR_007,68,31.9503,6812c85b1c8f11f890ee40aa7a62e6eaf35519a4a0fca26ff952922426e2dafd
SENSOR_003,69,17.8795,f3cb3eec542002398c118efe1ab45ae3b7165500dd9d3978491a2768cad36b7d
SENSOR_007,70,33.3127,9fdb66c32cf85eb98254ac6562889d0b0551c820874fc5a2a02297c9a13ca117
SENSOR_006,71,17.4574,969a7748102a3f56f07e713374626ea95e4d77742c3cc6b7e00f9239eb8a8f92
SENSOR_003,72,27.1619,8a7f6d3cf4c69d8ab8e6efb1c6ccd777938f3c4de313351389e701e683cd291c
SENSOR_007,73,27.0214,3a45e5586285152bc87a445a0e35d9bbc749efb69a20762e986917e59389cb62
SENSOR_007,74,24.7219,INVALID_SIGNATURE_74
SENSOR_007,75,27.3905,f119191968b80e4f582f9e9b3275cf0ad3fd0836f8ad44050660af8fbf002c0c
SENSOR_002,76,25.3933,d0421d99a20f9c05c14c55a4f4110781387139c24d12fcbb9b2ac98f324e960e
SENSOR_004,77,29.1751,1c34ef614c86f76ac87e153aa336d38aa912cf1ab9bd56443c44615a9333f3f5
SENSOR_001,78,18.1452,INVALID_SIGNATURE_78
SENSOR_009,79,36.9757,9b81a27f133e85d2a2f42b5de3edc3c5b0a4c75260275a3f578b1a02a8cbf11f
SENSOR_006,80,28.0889,INVALID_SIGNATURE_80
SENSOR_001,81,33.899,abbbbbd3f8c096eaa095a69053563dd3823d3f1f8ca2e695efeaba4c3f5d7ff1
SENSOR_006,82,37.6334,e4be54acb378dd7df0d650baf5edf5277d4771b4b25fb387fa90c9acf9443bce
SENSOR_003,83,33.6294,INVALID_SIGNATURE_83
SENSOR_009,84,21.8979,INVALID_SIGNATURE_84
SENSOR_002,85,16.4859,764978edf513847f713765c96618ad4b85f094186eb74f81fa63b3972a4cd368
SENSOR_008,86,27.9134,eb3ff4ae133d82300a0fbe9dbbb991bee18e0372dc443a78a6422caefcc8f71d
SENSOR_002,87,37.3461,INVALID_SIGNATURE_87
SENSOR_007,88,33.0637,8757ae927b6f077e7601b72c5e33ea04603354de5a98b9b0890d4e2989b3cb79
SENSOR_003,89,33.1844,e1c640f6fc87239997215fda4335f88c548cfc36c395ef363001f7d8f666353a
SENSOR_006,90,27.6807,f579e53a17937e511f8b70c56e6486480c6938d22d0149f13189ff6b52c6d95e
SENSOR_001,91,27.0024,c24d026670fb16067a2898c68ba954132ea718fef1a88b0832bf108b05b88169
SENSOR_005,92,29.2253,135a80cb4940e051fa401b5176b7461a896c523807cd6f62c90298119c14a806
SENSOR_001,93,38.5992,INVALID_SIGNATURE_93
SENSOR_004,94,39.6839,b291934ad3132e4afb675dc04e2578433a23bbd7eda6f04b6f4631a4a39267ec
SENSOR_001,95,38.7458,bab254cc4cc444ebcd4fe477c0c0aaab886d2a752e22a3d1e15df4ca845811b2
SENSOR_003,96,15.3902,INVALID_SIGNATURE_96
SENSOR_008,97,18.7186,4635b9424995f75c75cacdeda52b5d8afa61d6976a63d7821301ea00b77cd2ce
SENSOR_003,98,24.039,7a8dd14f05686ca8d43dbae548aea0718e928af17d1adc4ea920a3270d1c247c
SENSOR_007,99,22.9886,INVALID_SIGNATURE_99
SENSOR_006,100,25.1958,c848bbec22b12779b4063fd8af86a9274a6d84b7800ad20f06c6957a28f3f7fd
SENSOR_003,101,31.3955,INVALID_SIGNATURE_101
SENSOR_009,102,38.7712,bb41d3a4dc98d286a08ca303deb9efdb824f53ebe54acde3c34bfe44f6e23da5
SENSOR_008,103,36.496,12a45d4d9908835c40d1cd2955b81f3e2eebbda97a691e21196ced0bb1e72c40
SENSOR_007,104,23.2365,INVALID_SIGNATURE_104
SENSOR_006,105,39.6521,26bf2f30d739c8bc6cf05138decf9682246a203bb28c68dd7d41631960fa446b
SENSOR_004,106,18.4172,INVALID_SIGNATURE_106
SENSOR_002,107,34.8091,8458e40823a98ddf7815bc6b7dc0cdd4ad9dabcd6d61496e2b22328c404d509b
SENSOR_003,108,27.5861,7b49d98dcc7274251292afcbd8e6e193dfb01a3a953933d2494bd9580fba30d0
SENSOR_006,109,15.8026,0c14f312ac63540fffbe395023ea1ea1459082d05f8724d6131c69a4177aa749
SENSOR_009,110,27.3045,8a24335e374440909c9afcbdb4dbdd5f87eda4a058f8a6929de674be57d4dfd4
SENSOR_009,111,35.3555,7e3bf6b95e39d300cbe0ca509cdb40df9e9c86dc986076adfa0e4391b6e450cf
SENSOR_009,112,35.3511,INVALID_SIGNATURE_112
SENSOR_005,113,30.637,c4d6784da7090bd70dc1698e664d7ec72d4b865aad03cdcaf1ebb963db8640d7
SENSOR_007,114,27.8234,d4f7474e69bfd226712a901a8548adaee7d3933c65ec4f63779e153945dc90dd
SENSOR_009,115,27.2391,0d2d86cc3127dabcc546e0394bab085889fa621436076e7776ab749dbe072e2f
SENSOR_003,116,27.1521,1aba1714c193973f3f83ba259d3531306afc493ac9d4851b34fef500e9600ad7
SENSOR_009,117,36.4612,72cfbb227f41d3eaa44dcc17b3be682749bb8ad0e6f14bb1a487aca006bbdb8b
SENSOR_004,118,29.4672,8b78330c1aea89b84babb205b081e5f5c03b27ec3469e3cd70f58b455a6aa4e5
SENSOR_009,119,27.6267,ea5fa898115ce2e810752296dbdd7d9a95f1d72be78c745414c4bc513dec3b37
SENSOR_006,120,19.243,08839ca2a9c3e6d9de76b5579ca76bb9a6e7cbbe903ddab0c6a33802163e362a
SENSOR_007,121,29.3162,68748de145d319d28005881904f4c69447ebb1b0c40df711072276016a94dc5a
SENSOR_006,122,21.7227,488220c20818737c0d58622263a0c8dab2f8301fa98ab4a0383687f2106ea54e
SENSOR_010,123,23.5274,bf4baed66c3b9ccbbabb1ecc249e5941795fa231bea013bc09b67819caccb4c4
SENSOR_006,124,37.9522,40357fc8386258d915bef864c58df0694c6f2ddbd7607001710d6ab97eb80f75
SENSOR_003,125,27.5776,4dced0810ee2188ab069437a8beae32a3f03e19a93bca29b2c7adf1a62d54047
SENSOR_004,126,22.9383,INVALID_SIGNATURE_126
SENSOR_004,127,21.096,1520962fcd524df88070bf1fdb500f263e7c7acdc3e8e6b50ecd134e2829ac1f
SENSOR_001,128,34.4756,0f4820aa06ee23396d3683cb6bf92ba98a3edb0db3fa626bb2e8d5d0fc4c10c8
SENSOR_001,129,18.6401,369ce2147f1868c70ce518d4e2850d27c38af2ec93461935bfbe0a1d0adb31b6
SENSOR_002,130,16.0622,0f768fb8d1a2bdebb91f287c74f06785d8cb421233eaa674613d33f64cd7e6c5
SENSOR_010,131,15.5392,INVALID_SIGNATURE_131
SENSOR_002,132,35.507,0e04748f38bfa8d311f2790a14643d1fe550c4b3071e48d955515a74c0b987c1
SENSOR_005,133,19.7212,0d9aec7d9fc0461625831e5688e648014b5cad75fc7032041252b69bfc562e26
SENSOR_007,134,28.6968,7db2a4ee14f93f040150047b1de10a90a65d3b5546a0fa02e590238163161a53
SENSOR_001,135,38.5014,98c355e3b4d6a61775475a35d5ee9893dd181654820208af56e51598f2ad21e5
SENSOR_009,136,31.4229,9319cb0af7e5c2b3089f420578d16936804271ec20bbe61b5b87e7ee178640c9
SENSOR_006,137,32.8834,9c00c4d6b11d34daee413cbdbeb234315359d7d4af08b70bd53adb9054d160b8
SENSOR_008,138,39.4405,31c2bed5a9a03059f4c8266cd5fc3fd883fe330cd3f7c9d4b19516390ffe1cef
SENSOR_004,139,25.7965,eaf138112c25c072b3fa294bf09abdd90ee1a9799dca51273fce446663725d51
SENSOR_010,140,22.9012,9b3407fee215d21ba1301c0cd5d7f2d02873daace1813693dac4d537ed44f4b7
SENSOR_008,141,24.5393,4039aa42fba0fcb60e1969eecab603dd83253e55259c1aa3d31b923e13dceb3a
SENSOR_004,142,26.5377,d325edce89ed3a7e5762b057d1ea437388cfc74c7179a3a6254a961da51f08eb
SENSOR_005,143,19.8154,be4f4b425d4800290411449528472e32d8586fd2d610b66d8c9e32ad0e8951db
SENSOR_004,144,19.6502,31b41445ab5f2a3a5545e740fd129a538f9e7358806c8f8e5c7265f7389eaf67
SENSOR_003,145,17.3545,164aa1fcc4ee657a7865b0c02b8f9541ad0e1e5893dc0a5c21460747dd554b84
SENSOR_005,146,19.2161,6e1eb96ecb785d065732a1729976f726b97ca4565919caf3c2a7d9832706d487
SENSOR_008,147,36.4026,c95e8ac446af738e8eccd6f1b4fb1532f806160d1c21a388c80f7a3c9edcb5c5
SENSOR_001,148,37.5435,bb20fa6a826f39800f239a7cd1ebaf8a79cf3325be1c6c297a30508a4671ea10
SENSOR_010,149,21.823,INVALID_SIGNATURE_149
SENSOR_009,150,28.6138,fca70dfcec00e5989998eebe2cc0ad73cb4dd8865803bb68b1d2c74dff9faa29
SENSOR_002,151,27.4084,INVALID_SIGNATURE_151
SENSOR_001,152,38.0454,INVALID_SIGNATURE_152
SENSOR_003,153,28.0245,INVALID_SIGNATURE_153
SENSOR_007,154,25.1143,INVALID_SIGNATURE_154
SENSOR_008,155,24.8191,INVALID_SIGNATURE_155
SENSOR_004,156,16.209,c2ad9cfa7c27e63c7d8966e32c13bfa356d6d41314bc3694129b63cd39248ff4
SENSOR_004,157,32.1566,217f3676582ff062b0890167edd4e712c68f40cc6ab3e938a40d8d296e367a21
SENSOR_004,158,38.3232,871c64dd61da8c546b605e12ab131b4db3100cc10e85bcf5334be8ba91cf981c
SENSOR_002,159,16.1974,65e4f8150372cb6cf1b21e1641fae6e1b2cddc7cc973ca29402171fdb8d507a0
SENSOR_001,160,30.7397,efd6e07b312936ea782bbab9fcb4067bf187b746f168abd12fbdb95f54fbde94
SENSOR_001,161,28.6422,f8c6089143a9f969cc4a97721e431319f3cdde245fbc8392282da1f79017eb01
SENSOR_003,162,15.6723,2291423b5d0d866bebd6ef4bd40e9d4d06a8fd532310dfb15e1ea48eac619f5a
SENSOR_010,163,39.4339,cf80ded2056126d82843e1337becaa7ec3e7141baab008a7a272bbc29e7577b4
SENSOR_006,164,16.3375,9d366350d36c8e4c1128ac4c4de21a5e9a9b0f55140a14aa15a76510ec9da209
SENSOR_002,165,37.5021,4e4bd4b2843e90c355a6335ba96408a3e616b53f6cd6f3dc9c9c024bb70b6e33
SENSOR_006,166,30.7396,efd6e07b312936ea782bbab9fcb4067bf187b746f168abd12fbdb95f54fbde94
SENSOR_007,167,35.3228,2e74552477e0806982b5251718be8e5487b9a364fda861cf29a3a4ff8db21a4e
SENSOR_002,168,29.2145,ddbabd0a3c90683f693cc88f6bdacbedb5ce18df7f8b28c2f2a549cfa9c8a3c0
SENSOR_006,169,25.5706,b2d00146e4d38060ffc30f6bf557fff0433c3dd1d48b6176a9370cd7a779994c
SENSOR_002,170,19.7454,97d08e1aa37c0151f4bbda259cc6af8c83a7db9abd72f1559f45d823d599e4f1
SENSOR_004,171,17.4573,969a7748102a3f56f07e713374626ea95e4d77742c3cc6b7e00f9239eb8a8f92
SENSOR_002,172,22.6093,6a1dbaed53eb7a4acbf65d7792dd8e2b20b7ab7e52d306403ecf03f3703348ae
SENSOR_005,173,39.7008,638f13f03ae34b16250e74ea3aaabfb03f759e30acd974d082072e8c011da6f4
SENSOR_010,174,26.4608,5487e6f4962a8e0ebeb2ade347279376b2bbc81d53a42a2e27216152fcbebcea
SENSOR_006,175,37.1577,ac27638b6a1f7b1ba807e6ce726819fe5bf2dbc1184b597d4cb4eeb59edc6556
SENSOR_005,176,27.3562,INVALID_SIGNATURE_176
SENSOR_005,177,30.4261,INVALID_SIGNATURE_177
SENSOR_009,178,17.5726,3c191073ce28166a1bf3305096dab70bbde2e90e04ba6b2fa7f86f41aeb6ee71
SENSOR_003,179,39.2497,e3c8fc64958b79f2b68c368fd9806f74a02a8f6c8113e61015058dc953212043
SENSOR_005,180,20.0619,INVALID_SIGNATURE_180
SENSOR_007,181,35.9758,ed1624d0c24d1dcb1ebb955101a3dbf504b05cfedd56d4ce40ac05b08e0dbce9
SENSOR_004,182,35.7968,e5c2f5c6f37dad01de6a80311948e16b293d804a6d79e47baef5afe2d01cbe95
SENSOR_003,183,24.6894,a5c7d129c9489c3f88afaa6f203f32c3ef9ef6b39085ee44edb73e6ed0ae6e5c
SENSOR_007,184,19.1292,8f81025cda5cb8001582fe74767122af36829f25e6c0e3a76fa175a55b226b13
SENSOR_002,185,31.4098,889697d2582229ff6e6b8c5265967fc246fe69438386094ba7fe052fd0faa249
SENSOR_001,186,30.9949,89eebcaa46728b57c851ea81d4bcbdd41f626998df3937bdf4c28bee7270a6c8
SENSOR_010,187,17.026,7da242dcda041e2aaea252ccdc4c749c57d1f96709e174f2e25ce866e010d7b5
SENSOR_007,188,23.4304,c6d435eaea01684a463bc1ef30b3b172e8541cc55c58240597cd10564f45475e
SENSOR_001,189,37.8238,a41c721ca0ca5b242b924962c2c371c6d86965930cc978eda81589fd6a4dd579
SENSOR_004,190,34.4346,ca74126b883f2770c7a11a3bb61a9a08568bddeb4db2fb025f44e1e130c5caf9
SENSOR_001,191,27.6336,ea5fa898115ce2e810752296dbdd7d9a95f1d72be78c745414c4bc513dec3b37
SENSOR_002,192,36.246,bab21a8de318cc1e098269b1e22aa5e48e1a2ea4012958cbc6bdd77d3a73af40
SENSOR_002,193,35.6448,6e475cd43ba2812bedfa055d11bd99d084d587760f5d272c2fcd658c658e8f41
SENSOR_005,194,25.7413,INVALID_SIGNATURE_194
SENSOR_010,195,16.8586,INVALID_SIGNATURE_195
SENSOR_006,196,27.7136,373d6394d85eed1419e39b8f96f7688f636e2781987ccafbe5dcca655fa0abe1
SENSOR_005,197,28.9748,INVALID_SIGNATURE_197
SENSOR_003,198,19.6123,79c99f5647141dc5302a0c76a20742d9db7b834226efc4c3deb06090abd433c0
SENSOR_010,199,22.4192,c25bf3cfebbb79982ebc015bd35832dae01fed53161065deb6ac9f69d60dc5c8
SENSOR_002,200,29.4286,8937ce196fe84cffbd8fbaa228727949a56409c584a2054d2b6809b1aa50a5cc
